Temperature,Humidity,Sunlight,Moisture,Air Quality,Output
23,70,1,64,18,APPLE
22,65,1,70,93,KIWI
29,76,1,32,79,MANGO
19,58,0,74,19,STRAWBERRY
25,64,1,29,61,MANGO
26,58,1,59,124,ORANGE
29,57,1,69,84,MOUSAMBI
26,52,0,66,21,BLUEBERRY
24,40,1,68,36,POMEGRANATE
14,67,1,61,19,KIWI
26,79,0,60,83,JAMUN
29,76,1,67,56,GUAVA
22,54,1,68,49,APPLE
24,42,1,73,13,POMEGRANATE
19,59,0,58,38,CHERRIES
24,77,1,15,63,MANGO
18,68,0,70,91,BLUEBERRY
23,66,1,62,121,PEAR
18,61,0,57,98,BLUEBERRY
34,74,1,58,50,BANANA
21,58,1,79,65,POMEGRANATE
25,65,1,53,138,ORANGE
31,66,0,79,67,JAMUN
29,73,1,56,75,DRAGONFRUIT
20,64,0,64,40,CHERRIES
22,67,1,50,186,GUAVA
27,59,1,63,85,MOUSAMBI
14,69,1,59,146,KIWI
17,74,1,72,166,KIWI
25,54,0,70,85,STRAWBERRY
15,61,1,72,157,KIWI
18,63,1,67,13,KIWI
24,50,0,75,99,CHERRIES
21,53,1,73,134,PEAR
25,67,0,67,160,JAMUN
23,60,1,62,180,BANANA
35,55,1,54,68,POMEGRANATE
29,77,1,30,59,MANGO
21,64,1,59,176,KIWI
29,55,1,61,190,ORANGE
15,63,1,56,60,BANANA
17,73,1,63,95,KIWI
29,71,1,18,94,MANGO
28,51,1,75,25,ORANGE
28,57,0,61,41,LEMON
19,60,1,64,200,PEAR
28,62,0,69,178,JAMUN
27,60,0,67,66,BLUEBERRY
28,55,1,68,66,GRAPE
27,74,1,64,126,GUAVA
17,75,1,66,75,KIWI
28,75,1,55,76,DRAGONFRUIT
29,58,1,68,151,ORANGE
19,74,1,61,183,BANANA
27,59,1,69,65,MOUSAMBI
43,67,1,54,83,GRAPE
15,51,1,53,92,PEAR
15,52,0,67,37,CHERRIES
35,60,0,75,166,JAMUN
17,53,1,68,169,PEAR
44,51,1,61,88,GRAPE
22,73,1,68,56,GUAVA
27,56,1,60,33,GRAPE
20,59,0,66,89,CHERRIES
20,57,1,55,189,PEAR
15,59,0,61,26,CHERRIES
34,50,1,57,65,POMEGRANATE
22,70,1,68,147,KIWI
21,61,1,61,44,APPLE
20,79,1,67,143,KIWI
36,63,1,60,51,GRAPE
16,60,0,53,95,BLUEBERRY
23,58,1,68,36,APPLE
26,62,1,73,39,ORANGE
24,64,1,18,95,MANGO
22,72,1,53,70,GUAVA
25,51,1,55,127,ORANGE
28,74,1,52,74,GUAVA
38,69,1,69,100,GRAPE
17,63,0,79,87,STRAWBERRY
27,64,1,15,83,MANGO
24,58,1,57,36,APPLE
18,64,1,54,42,GRAPE
32,56,1,78,92,POMEGRANATE
29,78,1,67,22,GUAVA
26,67,1,22,55,MANGO
14,67,1,56,47,KIWI
16,52,0,72,33,STRAWBERRY
26,68,0,64,23,LEMON
27,67,1,59,180,ORANGE
22,57,0,64,82,LEMON
21,67,1,55,24,APPLE
24,57,1,74,55,POMEGRANATE
22,69,1,57,139,GUAVA
20,65,1,68,160,KIWI
25,75,0,74,122,JAMUN
14,60,1,56,42,KIWI
23,57,0,50,12,CHERRIES
29,60,0,76,163,JAMUN
17,62,1,72,107,PEAR
15,50,0,62,99,CHERRIES
24,56,0,61,15,LEMON
24,80,1,22,83,MANGO
21,71,1,69,76,DRAGONFRUIT
26,72,1,71,118,GUAVA
23,61,1,55,41,APPLE
32,72,1,52,138,BANANA
21,60,1,52,80,GRAPE
28,58,0,72,17,BLUEBERRY
20,69,1,66,160,BANANA
15,66,1,66,119,BANANA
22,64,0,68,29,CHERRIES
15,65,0,79,57,STRAWBERRY
18,52,1,59,34,GRAPE
25,72,1,61,157,GUAVA
25,65,1,25,22,MANGO
18,57,0,59,30,CHERRIES
17,72,1,60,87,KIWI
21,69,1,62,45,DRAGONFRUIT
22,63,1,65,47,BANANA
27,66,0,61,12,BLUEBERRY
21,51,0,60,25,LEMON
21,74,1,71,176,KIWI
23,76,1,71,193,GUAVA
26,69,0,74,138,JAMUN
23,57,0,53,42,CHERRIES
35,60,1,60,99,GRAPE
26,66,1,64,38,MOUSAMBI
28,58,0,65,14,BLUEBERRY
23,60,0,73,33,STRAWBERRY
21,64,0,56,18,BLUEBERRY
21,60,0,61,60,CHERRIES
23,60,0,55,13,CHERRIES
17,63,0,52,62,BLUEBERRY
29,72,1,69,119,GUAVA
29,77,1,30,44,MANGO
22,79,1,65,60,DRAGONFRUIT
28,73,0,73,13,JAMUN
34,61,0,71,43,JAMUN
28,78,1,53,25,DRAGONFRUIT
28,73,1,60,20,GUAVA
20,49,1,52,45,POMEGRANATE
25,76,1,32,17,MANGO
23,79,1,66,130,BANANA
21,55,1,60,17,APPLE
22,60,1,65,27,KIWI
30,78,1,19,76,MANGO
38,67,1,67,85,GRAPE
26,62,1,58,53,MOUSAMBI
22,68,1,52,68,PEAR
25,63,1,54,99,DRAGONFRUIT
27,60,1,26,33,MANGO
33,72,1,54,64,BANANA
25,75,1,21,73,MANGO
24,72,1,55,65,KIWI
29,63,1,53,50,GUAVA
44,57,1,67,33,GRAPE
23,76,1,63,45,DRAGONFRUIT
22,59,0,59,93,BLUEBERRY
23,59,1,65,18,POMEGRANATE
24,68,1,68,48,APPLE
30,67,1,62,76,GUAVA
21,55,0,59,90,LEMON
27,65,1,66,137,BANANA
23,54,1,59,49,APPLE
29,52,0,65,77,BLUEBERRY
23,67,1,53,36,APPLE
26,78,1,27,79,MANGO
21,55,0,74,16,BLUEBERRY
21,54,1,73,28,APPLE
24,72,1,61,174,GUAVA
18,50,1,69,67,GRAPE
20,62,1,62,95,KIWI
14,54,1,74,21,PEAR
16,80,1,69,146,BANANA
28,51,0,62,30,BLUEBERRY
22,50,1,51,17,APPLE
17,60,0,71,47,CHERRIES
20,63,0,70,72,CHERRIES
18,66,1,52,10,PEAR
27,59,0,58,24,BLUEBERRY
30,50,1,67,11,ORANGE
27,54,1,71,73,MOUSAMBI
26,65,0,77,128,JAMUN
30,70,0,68,189,JAMUN
25,66,1,58,68,ORANGE
26,64,1,74,192,ORANGE
16,50,0,57,76,CHERRIES
24,61,1,16,95,MANGO
20,53,0,53,84,LEMON
23,53,1,65,42,APPLE
27,70,1,53,20,DRAGONFRUIT
23,62,1,65,177,KIWI
18,64,0,58,21,BLUEBERRY
20,62,1,60,39,MOUSAMBI
24,64,0,54,86,LEMON
19,70,1,61,134,KIWI
31,60,0,76,79,JAMUN
23,52,1,64,10,APPLE
17,64,0,72,15,CHERRIES
27,69,0,77,56,JAMUN
26,79,0,79,120,JAMUN
27,57,0,62,59,LEMON
26,67,0,57,24,BLUEBERRY
21,63,1,64,178,KIWI
17,69,1,53,15,PEAR
23,80,1,61,40,GUAVA
21,68,0,75,26,STRAWBERRY
30,61,1,61,31,BANANA
23,56,1,50,21,APPLE
27,62,0,60,38,BLUEBERRY
20,61,0,52,25,CHERRIES
18,56,0,50,13,CHERRIES
26,64,0,69,73,BLUEBERRY
26,77,1,64,71,DRAGONFRUIT
21,51,0,72,70,STRAWBERRY
27,61,1,50,184,ORANGE
21,60,1,52,154,BANANA
29,51,0,67,94,LEMON
34,65,1,59,26,BANANA
29,67,0,67,10,LEMON
23,65,0,57,10,CHERRIES
27,55,1,61,66,ORANGE
29,54,0,68,52,LEMON
23,64,1,54,18,APPLE
34,80,0,79,37,JAMUN
28,62,0,70,68,JAMUN
22,65,0,80,81,STRAWBERRY
32,73,0,69,131,JAMUN
28,72,1,70,16,GUAVA
25,65,1,66,31,DRAGONFRUIT
16,63,0,72,13,CHERRIES
16,64,0,56,29,CHERRIES
24,64,1,31,17,MANGO
21,52,1,61,39,APPLE
25,56,1,62,180,ORANGE
15,64,0,66,39,CHERRIES
27,67,1,72,79,MOUSAMBI
27,68,1,25,25,MANGO
21,62,1,52,47,APPLE
21,52,0,66,87,CHERRIES
20,41,1,78,30,POMEGRANATE
41,51,1,59,47,GRAPE
27,72,0,65,181,JAMUN
17,65,0,58,44,BLUEBERRY
27,64,1,68,82,MOUSAMBI
31,69,0,73,37,JAMUN
31,59,1,57,47,POMEGRANATE
44,70,1,70,91,GRAPE
23,62,1,69,110,KIWI
19,67,1,70,91,PEAR
31,65,0,65,191,JAMUN
24,67,0,57,28,BLUEBERRY
29,62,0,70,71,JAMUN
29,51,1,69,180,ORANGE
32,68,1,67,55,GRAPE
29,72,0,73,81,JAMUN
35,75,0,67,69,JAMUN
24,64,1,65,67,DRAGONFRUIT
29,68,1,17,22,MANGO
20,62,0,71,73,STRAWBERRY
24,61,1,16,93,MANGO
29,71,1,63,43,GUAVA
24,55,1,51,26,APPLE
25,68,1,71,83,ORANGE
14,67,1,70,42,PEAR
14,69,1,53,16,PEAR
23,63,1,60,33,APPLE
23,56,1,59,92,MOUSAMBI
21,57,0,75,62,STRAWBERRY
27,63,0,56,49,BLUEBERRY
22,67,0,74,80,BLUEBERRY
35,45,1,54,18,POMEGRANATE
18,62,1,51,108,KIWI
26,63,0,56,42,LEMON
24,64,1,56,69,MOUSAMBI
29,60,1,50,104,GUAVA
25,56,1,50,80,MOUSAMBI
20,77,1,55,86,DRAGONFRUIT
29,60,1,68,163,ORANGE
28,51,1,57,107,ORANGE
16,53,1,51,149,PEAR
35,43,1,51,81,POMEGRANATE
32,50,1,66,79,POMEGRANATE
25,60,1,23,31,MANGO
14,63,1,57,89,KIWI
30,73,1,20,24,MANGO
21,55,1,56,63,MOUSAMBI
22,66,0,78,53,STRAWBERRY
28,52,0,68,18,BLUEBERRY
25,52,1,65,34,POMEGRANATE
38,80,1,56,71,BANANA
29,71,1,21,56,MANGO
21,63,1,74,16,PEAR
18,52,0,51,68,BLUEBERRY
24,62,1,55,49,MOUSAMBI
23,66,0,73,54,LEMON
22,64,0,70,29,STRAWBERRY
22,57,1,71,44,APPLE
23,65,0,78,41,STRAWBERRY
20,69,0,53,38,LEMON
23,50,0,63,19,CHERRIES
25,66,0,61,94,JAMUN
20,78,1,52,128,KIWI
19,42,1,57,21,POMEGRANATE
42,60,1,50,50,GRAPE
25,66,0,54,50,LEMON
20,57,1,56,50,GRAPE
18,58,1,52,74,PEAR
26,76,1,67,173,GUAVA
22,55,0,55,83,BLUEBERRY
27,56,0,71,43,BLUEBERRY
29,57,0,51,79,BLUEBERRY
29,66,0,70,28,LEMON
23,60,1,65,27,DRAGONFRUIT
26,63,1,20,71,MANGO
21,55,0,77,84,STRAWBERRY
21,50,0,54,54,CHERRIES
29,64,1,33,21,MANGO
25,59,1,60,47,GRAPE
29,53,0,60,78,LEMON
16,79,1,65,92,KIWI
21,50,1,72,50,PEAR
21,55,0,50,78,BLUEBERRY
32,63,1,58,91,GRAPE
18,53,1,74,161,PEAR
28,51,1,64,82,ORANGE
18,59,1,60,72,GRAPE
25,58,1,59,71,ORANGE
19,50,0,70,65,STRAWBERRY
23,61,1,72,31,APPLE
23,73,1,51,79,DRAGONFRUIT
23,52,0,75,44,STRAWBERRY
34,79,0,74,119,JAMUN
32,71,1,63,101,BANANA
17,55,0,53,34,BLUEBERRY
26,73,0,75,164,JAMUN
28,75,1,22,40,MANGO
16,54,0,71,46,STRAWBERRY
17,61,0,70,24,STRAWBERRY
22,57,0,74,20,BLUEBERRY
19,57,1,64,64,PEAR
18,68,0,71,99,BLUEBERRY
26,74,1,60,30,DRAGONFRUIT
27,55,1,51,141,ORANGE
25,56,1,60,23,MOUSAMBI
39,61,1,64,63,GRAPE
26,62,1,70,175,ORANGE
17,55,0,55,72,CHERRIES
29,64,1,59,147,ORANGE
34,76,0,62,31,JAMUN
30,67,1,71,92,ORANGE
27,74,1,27,80,MANGO
24,54,1,74,62,MOUSAMBI
20,59,0,55,73,CHERRIES
19,63,0,77,67,STRAWBERRY
14,58,1,50,105,PEAR
20,71,1,52,87,KIWI
26,68,0,57,66,BLUEBERRY
43,50,1,68,56,GRAPE
23,60,1,68,74,DRAGONFRUIT
22,60,1,53,53,BANANA
25,58,0,65,31,LEMON
25,63,1,54,195,ORANGE
20,70,1,57,85,PEAR
20,68,1,55,34,GRAPE
18,50,1,72,13,PEAR
34,50,1,52,74,GRAPE
28,64,1,19,24,MANGO
16,79,1,73,191,KIWI
28,66,0,76,171,JAMUN
29,63,1,15,84,MANGO
20,55,1,67,32,MOUSAMBI
22,67,1,66,136,PEAR
29,68,1,65,191,ORANGE
13,79,1,53,134,BANANA
23,60,1,59,95,GRAPE
25,65,1,63,171,GUAVA
19,58,0,79,49,STRAWBERRY
29,64,1,72,31,ORANGE
21,67,1,65,44,APPLE
19,64,1,60,13,PEAR
22,57,0,57,47,LEMON
23,55,0,72,77,CHERRIES
27,64,1,65,52,ORANGE
27,64,1,51,25,GRAPE
22,68,1,53,69,GUAVA
19,43,1,53,28,POMEGRANATE
25,50,1,50,90,POMEGRANATE
26,66,1,57,25,DRAGONFRUIT
28,53,1,56,70,GRAPE
15,68,0,71,64,STRAWBERRY
18,56,0,51,27,BLUEBERRY
28,63,1,63,73,MOUSAMBI
28,50,1,70,56,ORANGE
23,63,0,80,21,STRAWBERRY
21,43,1,80,72,POMEGRANATE
22,66,1,62,37,APPLE
30,73,1,64,26,BANANA
26,62,1,71,189,GUAVA
20,64,0,51,70,LEMON
29,61,1,59,143,BANANA
20,64,1,66,81,DRAGONFRUIT
30,55,1,67,44,MOUSAMBI
33,50,1,75,97,POMEGRANATE
28,67,1,67,56,DRAGONFRUIT
29,59,1,69,117,ORANGE
21,64,1,61,25,APPLE
14,50,1,52,60,PEAR
18,69,0,73,77,STRAWBERRY
27,61,1,59,18,DRAGONFRUIT
20,61,1,59,81,MOUSAMBI
20,80,1,55,90,BANANA
21,59,1,74,118,PEAR
25,60,1,75,113,ORANGE
16,67,1,53,34,GRAPE
21,68,0,74,70,BLUEBERRY
22,52,0,53,30,CHERRIES
39,66,1,66,66,GRAPE
19,70,1,60,55,KIWI
13,69,1,52,29,BANANA
22,56,1,74,16,APPLE
25,76,1,16,47,MANGO
26,62,1,50,64,DRAGONFRUIT
34,58,1,69,81,POMEGRANATE
26,66,0,60,87,BLUEBERRY
18,75,1,54,80,KIWI
20,61,1,54,26,DRAGONFRUIT
36,66,1,56,62,GRAPE
18,63,0,58,28,CHERRIES
24,65,1,74,125,GUAVA
30,54,1,62,66,GRAPE
27,47,1,75,58,POMEGRANATE
20,60,1,65,83,PEAR
15,67,1,53,169,KIWI
25,62,0,56,11,LEMON
32,62,0,61,162,JAMUN
30,72,1,64,97,GUAVA
25,57,0,73,89,CHERRIES
16,52,1,61,17,PEAR
29,68,1,58,174,BANANA
16,51,0,53,47,CHERRIES
21,65,1,50,71,GRAPE
25,69,1,72,93,ORANGE
24,67,1,53,33,APPLE
23,73,1,53,131,KIWI
23,57,0,68,99,BLUEBERRY
30,64,0,63,17,BLUEBERRY
30,66,0,73,33,JAMUN
33,60,0,78,148,JAMUN
29,79,1,62,29,DRAGONFRUIT
25,54,1,53,98,ORANGE
33,50,1,55,64,POMEGRANATE
22,51,1,54,42,PEAR
27,69,0,68,76,JAMUN
27,68,1,71,39,MOUSAMBI
19,64,0,61,88,CHERRIES
21,65,1,53,26,APPLE
21,52,1,55,76,PEAR
29,65,1,21,80,MANGO
20,78,1,69,14,DRAGONFRUIT
15,54,1,54,28,PEAR
23,53,1,50,82,MOUSAMBI
24,63,1,55,39,APPLE
29,66,0,72,99,LEMON
27,54,0,70,89,LEMON
28,65,1,57,40,GRAPE
28,63,0,58,48,LEMON
20,55,1,64,23,GRAPE
28,73,1,18,54,MANGO
23,61,1,60,10,APPLE
22,55,0,70,65,CHERRIES
22,59,0,57,31,LEMON
20,54,1,66,71,POMEGRANATE
22,68,1,64,14,APPLE
27,70,1,68,68,DRAGONFRUIT
22,51,1,59,10,APPLE
20,56,0,72,30,LEMON
17,76,1,57,151,BANANA
24,44,1,58,61,POMEGRANATE
21,58,1,61,14,APPLE
23,76,1,63,188,BANANA
18,69,0,78,84,STRAWBERRY
25,54,0,52,31,BLUEBERRY
20,73,1,56,78,DRAGONFRUIT
14,73,1,51,92,KIWI
26,70,0,58,70,LEMON
20,66,0,77,92,STRAWBERRY
23,53,1,74,38,APPLE
23,60,1,72,121,PEAR
27,65,0,51,14,LEMON
28,80,1,50,64,DRAGONFRUIT
20,60,0,53,67,LEMON
29,60,1,27,71,MANGO
21,66,1,75,30,APPLE
26,70,1,69,33,GRAPE
21,59,0,57,39,LEMON
35,71,1,70,98,BANANA
24,50,1,78,96,POMEGRANATE
26,50,0,62,48,LEMON
24,68,1,50,122,GUAVA
26,69,1,71,165,GUAVA
23,70,1,70,84,GUAVA
26,61,1,74,196,ORANGE
24,50,1,67,95,PEAR
25,78,1,52,54,BANANA
25,61,1,54,61,DRAGONFRUIT
28,62,1,64,71,BANANA
21,50,1,58,191,PEAR
22,62,0,70,33,LEMON
21,61,1,72,10,APPLE
26,67,1,65,176,ORANGE
22,50,1,54,34,GRAPE
40,57,1,54,80,GRAPE
23,58,1,59,14,APPLE
29,61,1,53,57,GRAPE
30,62,1,60,17,MOUSAMBI
26,69,1,15,87,MANGO
21,58,1,72,45,APPLE
24,66,1,66,99,GUAVA
27,61,1,17,27,MANGO
24,62,1,51,151,GUAVA
21,75,1,60,33,KIWI
29,61,0,70,81,LEMON
18,74,1,73,36,KIWI
23,52,0,53,26,BLUEBERRY
20,63,0,57,71,CHERRIES
18,51,0,52,63,CHERRIES
23,53,1,65,37,APPLE
25,63,1,58,177,ORANGE
22,57,0,70,54,STRAWBERRY
23,56,0,63,70,BLUEBERRY
25,65,0,55,79,LEMON
24,59,1,74,37,POMEGRANATE
21,68,0,71,96,STRAWBERRY
22,63,0,71,40,STRAWBERRY
18,58,0,71,95,BLUEBERRY
28,68,1,71,31,ORANGE
22,53,0,78,33,STRAWBERRY
21,50,0,52,54,CHERRIES
26,69,0,66,10,JAMUN
23,77,1,63,56,KIWI
31,66,1,61,133,BANANA
17,54,0,70,35,STRAWBERRY
20,61,1,64,190,PEAR
28,63,1,54,71,ORANGE
25,63,1,69,28,DRAGONFRUIT
27,66,1,17,14,MANGO
27,63,1,66,150,ORANGE
15,50,0,71,65,STRAWBERRY
20,70,1,63,20,DRAGONFRUIT
26,74,1,26,12,MANGO
26,47,1,57,37,POMEGRANATE
21,66,1,50,199,GUAVA
27,65,1,57,99,ORANGE
25,71,0,76,114,JAMUN
26,65,1,18,97,MANGO
30,40,1,69,29,POMEGRANATE
29,75,1,22,88,MANGO
21,63,1,51,38,BANANA
18,50,0,64,91,CHERRIES
23,68,0,69,63,LEMON
16,54,0,70,13,CHERRIES
15,54,0,52,66,CHERRIES
31,75,0,75,178,JAMUN
18,63,0,56,86,CHERRIES
15,74,1,64,190,KIWI
23,60,1,50,47,APPLE
20,70,1,54,29,BANANA
36,71,1,53,28,BANANA
24,64,1,58,16,DRAGONFRUIT
23,78,1,65,60,KIWI
22,79,1,74,45,GUAVA
27,65,1,66,30,MOUSAMBI
26,60,0,68,188,JAMUN
26,65,0,58,68,LEMON
44,53,1,59,77,GRAPE
20,69,1,61,97,GUAVA
30,65,1,52,153,ORANGE
15,61,1,67,60,PEAR
33,62,0,75,60,JAMUN
25,72,1,33,75,MANGO
15,68,1,66,113,PEAR
23,74,1,59,40,KIWI
16,67,0,80,29,STRAWBERRY
29,55,0,64,84,BLUEBERRY
29,54,1,52,71,ORANGE
21,56,1,68,172,PEAR
17,70,1,59,97,GRAPE
21,80,1,75,163,KIWI
30,75,0,73,176,JAMUN
24,77,1,53,78,DRAGONFRUIT
22,66,1,53,20,APPLE
24,70,1,50,18,DRAGONFRUIT
21,55,1,51,140,PEAR
32,43,1,58,93,POMEGRANATE
26,74,1,70,65,DRAGONFRUIT
19,64,1,68,69,BANANA
26,76,1,27,45,MANGO
28,66,1,60,76,MOUSAMBI
35,78,0,75,194,JAMUN
23,72,1,63,78,DRAGONFRUIT
34,52,1,60,35,POMEGRANATE
17,53,0,80,39,STRAWBERRY
26,50,1,51,31,MOUSAMBI
28,55,1,52,160,ORANGE
17,46,1,75,99,POMEGRANATE
21,64,1,55,46,MOUSAMBI
26,75,1,54,46,GUAVA
25,63,1,33,16,MANGO
24,78,1,23,57,MANGO
17,55,0,54,10,CHERRIES
30,61,0,55,57,LEMON
16,61,0,79,79,STRAWBERRY
24,74,1,65,96,DRAGONFRUIT
28,68,1,50,29,GUAVA
26,66,1,18,82,MANGO
19,50,0,76,17,STRAWBERRY
21,63,1,62,15,APPLE
23,47,1,66,16,POMEGRANATE
20,71,1,68,21,DRAGONFRUIT
17,69,0,55,93,BLUEBERRY
15,51,1,60,54,PEAR
23,65,0,59,31,BLUEBERRY
15,66,1,58,94,KIWI
15,61,0,79,16,STRAWBERRY
30,51,1,68,79,MOUSAMBI
27,62,1,52,24,BANANA
20,63,1,55,23,DRAGONFRUIT
29,66,0,64,62,JAMUN
29,78,1,50,105,GUAVA
27,69,1,50,47,ORANGE
14,59,1,50,14,PEAR
25,51,0,76,78,STRAWBERRY
18,57,1,56,127,PEAR
24,53,1,67,92,MOUSAMBI
40,61,1,63,99,GRAPE
23,60,0,56,12,CHERRIES
29,65,0,55,81,LEMON
26,66,1,57,28,DRAGONFRUIT
28,75,0,79,106,JAMUN
23,50,1,52,170,PEAR
25,71,1,63,80,DRAGONFRUIT
35,58,1,53,82,GRAPE
26,62,1,54,178,ORANGE
36,64,1,64,109,BANANA
30,40,1,70,80,POMEGRANATE
20,65,1,62,23,GRAPE
40,56,1,50,11,GRAPE
24,69,1,32,52,MANGO
17,65,0,78,67,STRAWBERRY
15,48,1,61,81,POMEGRANATE
19,77,1,69,32,KIWI
28,69,0,70,14,LEMON
29,78,1,33,38,MANGO
21,54,1,62,158,PEAR
29,69,0,60,46,BLUEBERRY
30,51,1,52,40,POMEGRANATE
23,63,1,60,149,GUAVA
28,69,0,62,141,JAMUN
33,62,0,78,132,JAMUN
23,65,1,70,85,MOUSAMBI
25,67,1,17,74,MANGO
28,64,1,55,23,DRAGONFRUIT
22,69,0,59,100,LEMON
27,63,1,70,48,MOUSAMBI
30,70,1,61,49,DRAGONFRUIT
35,63,1,55,69,GRAPE
15,51,0,69,96,CHERRIES
26,61,1,52,86,ORANGE
15,60,0,53,28,CHERRIES
17,52,0,70,97,CHERRIES
16,66,1,59,67,PEAR
25,60,0,72,27,LEMON
27,69,1,51,170,BANANA
34,61,0,66,99,JAMUN
37,72,1,67,40,BANANA
20,51,1,55,33,POMEGRANATE
17,76,1,72,122,KIWI
21,57,0,71,10,STRAWBERRY
32,73,0,69,35,JAMUN
29,71,1,60,149,BANANA
22,51,1,74,38,APPLE
26,54,1,61,39,GRAPE
27,75,1,64,156,GUAVA
15,50,1,64,38,PEAR
21,51,1,76,56,POMEGRANATE
27,79,1,65,23,GUAVA
39,69,1,67,66,GRAPE
22,53,1,69,22,APPLE
20,56,0,72,30,LEMON
18,80,1,72,27,KIWI
19,40,1,76,41,POMEGRANATE
14,69,1,53,16,PEAR
28,64,0,53,82,LEMON
28,65,1,54,100,BANANA
21,61,1,70,67,DRAGONFRUIT
20,72,1,50,118,BANANA
29,57,1,69,84,MOUSAMBI
21,79,1,52,24,DRAGONFRUIT
17,60,0,71,47,CHERRIES
34,52,1,51,80,POMEGRANATE
20,53,0,50,43,BLUEBERRY
30,56,0,53,83,LEMON
22,57,0,75,24,LEMON
25,56,1,60,23,MOUSAMBI
20,70,1,64,76,GUAVA
23,67,0,56,37,LEMON
23,66,0,73,54,LEMON
37,64,1,59,186,BANANA
25,67,1,17,74,MANGO
22,70,1,52,156,GUAVA
21,59,0,61,82,CHERRIES
15,64,0,53,49,CHERRIES
26,69,1,54,191,ORANGE
24,60,0,61,42,LEMON
22,67,1,68,173,GUAVA
25,53,1,56,22,MOUSAMBI
28,59,0,56,26,LEMON
33,65,0,67,180,JAMUN
16,58,0,73,56,CHERRIES
25,55,0,75,52,STRAWBERRY
21,63,1,55,46,APPLE
17,69,0,55,93,BLUEBERRY
22,57,1,71,44,APPLE
25,63,1,54,99,DRAGONFRUIT
16,65,0,61,55,CHERRIES
38,69,1,69,100,GRAPE
21,76,1,62,144,KIWI
31,66,0,79,67,JAMUN
20,59,1,61,38,MOUSAMBI
25,71,1,68,62,DRAGONFRUIT
31,72,0,62,182,JAMUN
28,68,0,59,43,LEMON
22,51,0,71,100,BLUEBERRY
20,62,0,71,73,STRAWBERRY
18,56,1,75,18,POMEGRANATE
27,66,1,75,106,ORANGE
30,51,1,73,74,MOUSAMBI
16,53,1,51,149,PEAR
24,67,1,57,141,PEAR
23,65,1,67,27,APPLE
27,63,1,33,36,MANGO
17,51,1,70,94,GRAPE
30,76,1,32,76,MANGO
20,52,0,55,10,LEMON
29,69,0,80,169,JAMUN
28,80,1,22,91,MANGO
20,74,1,51,105,GUAVA
32,78,1,66,54,BANANA
29,61,1,64,128,ORANGE
30,72,1,68,197,GUAVA
19,79,1,65,108,KIWI
29,54,1,52,71,ORANGE
32,76,0,74,160,JAMUN
30,79,1,58,22,DRAGONFRUIT
21,53,1,70,25,APPLE
22,68,1,55,41,DRAGONFRUIT
23,73,1,74,115,GUAVA
30,60,0,70,47,JAMUN
22,64,1,50,20,DRAGONFRUIT
20,65,0,70,56,STRAWBERRY
24,67,1,60,17,APPLE
28,74,1,60,120,GUAVA
23,60,0,55,13,CHERRIES
27,54,1,52,84,ORANGE
30,63,0,76,58,JAMUN
17,59,1,80,74,POMEGRANATE
27,60,0,67,66,BLUEBERRY
33,77,0,78,125,JAMUN
18,56,0,52,41,CHERRIES
26,51,1,74,10,MOUSAMBI
20,60,1,59,34,DRAGONFRUIT
23,65,1,58,18,APPLE
26,69,1,73,195,ORANGE
26,58,1,62,111,ORANGE
24,56,1,74,44,MOUSAMBI
25,78,1,17,29,MANGO
20,62,1,62,95,KIWI
24,58,1,57,36,APPLE
38,56,1,54,89,GRAPE
29,65,1,52,151,BANANA
25,60,0,76,85,STRAWBERRY
27,68,0,71,47,JAMUN
21,68,0,71,96,STRAWBERRY
20,67,1,62,46,DRAGONFRUIT
23,60,1,71,18,KIWI
28,53,1,56,70,GRAPE
42,65,1,56,51,GRAPE
30,67,0,56,93,LEMON
15,63,0,74,66,STRAWBERRY
25,67,0,65,180,JAMUN
28,50,1,70,56,ORANGE
30,62,1,52,131,ORANGE
21,58,1,70,19,APPLE
25,62,1,64,92,DRAGONFRUIT
24,74,1,31,13,MANGO
23,70,1,66,60,KIWI
34,70,0,69,137,JAMUN
30,80,0,79,47,JAMUN
16,67,1,59,11,GRAPE
33,80,0,69,35,JAMUN
23,73,1,53,80,GUAVA
26,78,1,27,79,MANGO
42,58,1,55,59,GRAPE
17,65,0,58,44,BLUEBERRY
33,64,0,80,78,JAMUN
30,63,1,25,69,MANGO
31,65,0,65,191,JAMUN
26,60,0,70,190,JAMUN
19,52,0,70,16,CHERRIES
29,65,1,21,80,MANGO
27,63,1,52,36,MOUSAMBI
26,68,0,75,151,JAMUN
27,55,0,70,53,LEMON
32,62,1,56,124,BANANA
21,55,0,50,78,BLUEBERRY
25,69,0,69,92,BLUEBERRY
28,62,1,66,88,DRAGONFRUIT
27,69,1,51,170,BANANA
18,60,1,68,36,BANANA
20,56,1,54,46,GRAPE
27,59,1,69,65,MOUSAMBI
22,70,1,61,90,KIWI
17,50,0,72,15,STRAWBERRY
20,67,1,53,200,PEAR
28,68,1,52,19,DRAGONFRUIT
25,63,0,72,20,STRAWBERRY
38,65,1,65,95,BANANA
26,57,1,60,127,ORANGE
14,70,1,71,27,PEAR
30,62,1,58,19,MOUSAMBI
23,57,0,53,42,CHERRIES
17,52,1,74,50,POMEGRANATE
20,64,0,76,49,STRAWBERRY
30,72,1,64,97,GUAVA
24,59,1,51,41,APPLE
